surah_id,ayah_id,surah_title_ar,surah_title_en,surah_title_en_trans,revelation_type,surah,ayah,ayah_title,juz,manzil,page,hizb_quarter,sajda,sajda_id,sajda_recommended,sajda_obligatory,malay,saheeh,yusufali
5,754,المائدة,Al-Maaida,The Table,Medinan,5,85,5:85,7,2,122,49,FALSE,NA,NA,NA,"Lalu Allah memberikan pahala kepada mereka disebabkan (pengakuan iman yang ikhlas) yang telah mereka ucapkan, (iaitu mereka dibalas dengan) Syurga yang mengalir di bawahnya beberapa sungai; mereka pula tetap kekal di dalamnya. Dan yang demikian itu, adalah balasan orang-orang yang berusaha berbuat kebaikan.
","So Allah rewarded them for what they said with gardens [in Paradise] beneath which rivers flow, wherein they abide eternally. And that is the reward of doers of good.","And for this their prayer hath Allah rewarded them with gardens, with rivers flowing underneath,- their eternal home. Such is the recompense of those who do good."
5,755,المائدة,Al-Maaida,The Table,Medinan,5,86,5:86,7,2,122,49,FALSE,NA,NA,NA,"Dan (sebaliknya) orang-orang yang kafir serta mendustakan ayat-ayat keterangan Kami, mereka itulah ahli neraka.
",But those who disbelieved and denied Our signs - they are the companions of Hellfire.,"But those who reject Faith and belie our Signs,- they shall be companions of Hell-fire."
5,756,المائدة,Al-Maaida,The Table,Medinan,5,87,5:87,7,2,122,49,FALSE,NA,NA,NA,"Wahai orang-orang yang beriman! Janganlah kamu haramkan benda-benda yang baik-baik yang telah dihalalkan oleh Allah bagi kamu, dan janganlah kamu melampaui batas (pada apa yang telah ditetapkan halalnya itu); kerana sesungguhnya Allah tidak suka kepada orang-orang yang melampaui batas.
","O you who have believed, do not prohibit the good things which Allah has made lawful to you and do not transgress. Indeed, Allah does not like transgressors.","O ye who believe! make not unlawful the good things which Allah hath made lawful for you, but commit no excess: for Allah loveth not those given to excess."
5,757,المائدة,Al-Maaida,The Table,Medinan,5,88,5:88,7,2,122,49,FALSE,NA,NA,NA,"Dan makanlah dari rezeki yang telah diberikan Allah kepada kamu, iaitu yang halal lagi baik, dan bertaqwalah kepada Allah yang kepadaNya sahaja kamu beriman.
","And eat of what Allah has provided for you [which is] lawful and good. And fear Allah, in whom you are believers.","Eat of the things which Allah hath provided for you, lawful and good; but fear Allah, in Whom ye believe."
5,758,المائدة,Al-Maaida,The Table,Medinan,5,89,5:89,7,2,122,49,FALSE,NA,NA,NA,"Kamu tidak dikira salah oleh Allah tentang sumpah-sumpah kamu yang tidak disengajakan (untuk bersumpah), akan tetapi kamu dikira salah olehNya dengan sebab sumpah yang sengaja kamu buat dengan bersungguh-sungguh. Maka bayaran dendanya ialah memberi makan sepuluh orang miskin dari jenis makanan yang sederhana yang kamu (biasa) berikan kepada keluarga kamu, atau memberi pakaian untuk mereka, atau memerdekakan seorang hamba. Kemudian sesiapa yang tidak dapat (menunaikan denda yang tersebut), maka hendaklah ia berpuasa tiga hari. Yang demikian itu ialah denda penebus sumpah kamu apabila kamu bersumpah. Dan jagalah - peliharalah sumpah kamu. Demikianlah Allah menerangkan kepada kamu ayat-ayatNya (hukum-hukum agamaNya) supaya kamu bersyukur.
","Allah will not impose blame upon you for what is meaningless in your oaths, but He will impose blame upon you for [breaking] what you intended of oaths. So its expiation is the feeding of ten needy people from the average of that which you feed your [own] families or clothing them or the freeing of a slave. But whoever cannot find [or afford it] - then a fast of three days [is required]. That is the expiation for oaths when you have sworn. But guard your oaths. Thus does Allah make clear to you His verses that you may be grateful.","Allah will not call you to account for what is futile in your oaths, but He will call you to account for your deliberate oaths: for expiation, feed ten indigent persons, on a scale of the average for the food of your families; or clothe them; or give a slave his freedom. If that is beyond your means, fast for three days. That is the expiation for the oaths ye have sworn. But keep to your oaths. Thus doth Allah make clear to you His signs, that ye may be grateful."
5,759,المائدة,Al-Maaida,The Table,Medinan,5,90,5:90,7,2,123,49,FALSE,NA,NA,NA,"Wahai orang-orang yang beriman! Bahawa sesungguhnya arak, dan judi, dan pemujaan berhala, dan mengundi nasib dengan batang-batang anak panah, adalah (semuanya) kotor (keji) dari perbuatan Syaitan. Oleh itu hendaklah kamu menjauhinya supaya kamu berjaya.
","O you who have believed, indeed, intoxicants, gambling, [sacrificing on] stone alters [to other than Allah], and divining arrows are but defilement from the work of Satan, so avoid it that you may be successful.","O ye who believe! Intoxicants and gambling, (dedication of) stones, and (divination by) arrows, are an abomination,- of Satan's handwork: eschew such (abomination), that ye may prosper."
5,760,المائدة,Al-Maaida,The Table,Medinan,5,91,5:91,7,2,123,49,FALSE,NA,NA,NA,"Sesungguhnya Syaitan itu hanyalah bermaksud mahu menimbulkan permusuhan dan kebencian di antara kamu dengan sebab arak dan judi, dan mahu memalingkan kamu daripada mengingati Allah dan daripada mengerjakan sembahyang. Oleh itu, mahukah kamu berhenti (daripada melakukan perkara-perkara yang keji dan kotor itu atau kamu masih berdegil)?
",Satan only wants to cause between you animosity and hatred through intoxicants and gambling and to avert you from the remembrance of Allah and from prayer. So will you not desist?,"Satan's plan is (but) to excite enmity and hatred between you, with intoxicants and gambling, and hinder you from the remembrance of Allah, and from prayer: will ye not then abstain?"
5,761,المائدة,Al-Maaida,The Table,Medinan,5,92,5:92,7,2,123,49,FALSE,NA,NA,NA,"Dan taatlah kamu kepada Allah serta taatlah kepada Rasul Allah, dan awaslah (janganlah sampai menyalahi perintah Allah dan RasulNya). Oleh itu, jika kamu berpaling (enggan menurut apa yang diperintahkan itu), maka ketahuilah, bahawa sesungguhnya kewajipan Rasul Kami hanyalah menyampaikan (perintah-perintah) dengan jelas nyata.
",And obey Allah and obey the Messenger and beware. And if you turn away - then know that upon Our Messenger is only [the responsibility for] clear notification.,"Obey Allah, and obey the Messenger, and beware (of evil): if ye do turn back, know ye that it is Our Messenger's duty to proclaim (the message) in the clearest manner."
5,762,المائدة,Al-Maaida,The Table,Medinan,5,93,5:93,7,2,123,49,FALSE,NA,NA,NA,"Tidak ada dosa bagi orang-orang yang beriman serta mengerjakan amal yang soleh pada apa yang telah mereka makan dahulu, apabila mereka bertaqwa dan beriman serta mengerjakan amal yang soleh, kemudian mereka tetap bertaqwa dan beriman, kemudian mereka tetap bertaqwa dan berbuat kebajikan; kerana Allah mengasihi orang-orang yang berusaha memperbaiki amalannya.
","There is not upon those who believe and do righteousness [any] blame concerning what they have eaten [in the past] if they [now] fear Allah and believe and do righteous deeds, and then fear Allah and believe, and then fear Allah and do good; and Allah loves the doers of good.","On those who believe and do deeds of righteousness there is no blame for what they ate (in the past), when they guard themselves from evil, and believe, and do deeds of righteousness,- (or) again, guard themselves from evil and believe,- (or) again, guard themselves from evil and do good. For Allah loveth those who do good."
5,763,المائدة,Al-Maaida,The Table,Medinan,5,94,5:94,7,2,123,49,FALSE,NA,NA,NA,"Wahai orang-orang yang beriman! Demi sesungguhnya Allah akan menguji kamu (semasa kamu berihram) dengan sesuatu dari binatang buruan yang mudah ditangkap oleh tangan kamu dan (mudah terkena) tikaman lembing-lembing kamu, supaya Allah ketahui wujudnya sesiapa yang takut kepadaNya semasa ia tidak melihatNya semasa ia tidak dilihat orang. Oleh itu, sesiapa yang melampaui batas sesudah yang demikian maka baginya azab yang tidak terperi sakitnya.
","O you who have believed, Allah will surely test you through something of the game that your hands and spears [can] reach, that Allah may make evident those who fear Him unseen. And whoever transgresses after that - for him is a painful punishment.","O ye who believe! Allah doth but make a trial of you in a little matter of game well within reach of game well within reach of your hands and your lances, that He may test who feareth him unseen: any who transgress thereafter, will have a grievous penalty."
5,764,المائدة,Al-Maaida,The Table,Medinan,5,95,5:95,7,2,123,49,FALSE,NA,NA,NA,"Wahai orang-orang yang beriman! Janganlah kamu membunuh binatang-binatang buruan ketika kamu sedang berihram. Dan sesiapa di antara kamu yang membunuhnya dengan sengaja, maka dendanya (menggantinya) dengan binatang ternak yang sama dengan binatang buruan yang dibunuh itu, yang ditetapkan hukumnya oleh dua orang yang adil di antara kamu, sebagai hadiah yang disampaikan ke Kaabah (untuk disembelih dan dibahagikan kepada fakir miskin di Tanah Suci), atau bayaran kaffarah, iaitu memberi makan orang-orang miskin, atau berpuasa sebanyak bilangan cupak yang diberikan kepada orang miskin; supaya dapat ia merasai kesan yang buruk dari perbuatannya. Allah maafkan apa yang telah lalu; dan sesiapa yang mengulangi (kesalahan itu) maka Allah akan menyeksanya; dan (ingatlah) Allah Maha Kuasa, lagi Berkuasa membalas dengan azab seksa.
","O you who have believed, do not kill game while you are in the state of ihram. And whoever of you kills it intentionally - the penalty is an equivalent from sacrificial animals to what he killed, as judged by two just men among you as an offering [to Allah] delivered to the Ka'bah, or an expiation: the feeding of needy people or the equivalent of that in fasting, that he may taste the consequence of his deed. Allah has pardoned what is past; but whoever returns [to violation], then Allah will take retribution from him. And Allah is Exalted in Might and Owner of Retribution.","O ye who believe! Kill not game while in the sacred precincts or in pilgrim garb. If any of you doth so intentionally, the compensation is an offering, brought to the Ka'ba, of a domestic animal equivalent to the one he killed, as adjudged by two just men among you; or by way of atonement, the feeding of the indigent; or its equivalent in fasts: that he may taste of the penalty of his deed. Allah forgives what is past: for repetition Allah will exact from him the penalty. For Allah is Exalted, and Lord of Retribution."
5,765,المائدة,Al-Maaida,The Table,Medinan,5,96,5:96,7,2,124,49,FALSE,NA,NA,NA,"Dihalalkan bagi kamu binatang buruan laut, dan makanan yang didapati dari laut, sebagai bekalan bagi kamu (untuk dinikmati kelazatannya) dan juga bagi orang-orang yang dalam pelayaran; tetapi diharamkan atas kamu memburu binatang buruan darat selama kamu sedang berihram. Oleh itu, bertaqwalah kepada Allah, yang kepadaNya kamu akan dihimpunkan.
","Lawful to you is game from the sea and its food as provision for you and the travelers, but forbidden to you is game from the land as long as you are in the state of ihram. And fear Allah to whom you will be gathered.","Lawful to you is the pursuit of water-game and its use for food,- for the benefit of yourselves and those who travel; but forbidden is the pursuit of land-game;- as long as ye are in the sacred precincts or in pilgrim garb. And fear Allah, to Whom ye shall be gathered back."
5,766,المائدة,Al-Maaida,The Table,Medinan,5,97,5:97,7,2,124,50,FALSE,NA,NA,NA,"Allah menjadikan Kaabah, rumah yang mulia itu, sebagai tempat tumpuan manusia (untuk menjalankan ibadat dan hal-hal hidup), demikian juga bulan-bulan yang mulia, dan binatang-binatang korban, dan kalong-kalong binatang korban itu. Yang demikian itu, supaya kamu ketahui bahawa sesungguhnya Allah mengetahui apa yang ada di langit dan apa yang ada di bumi, dan bahawa sesungguhnya Allah Maha mengetahui akan tiap-tiap sesuatu.
","Allah has made the Ka'bah, the Sacred House, standing for the people and [has sanctified] the sacred months and the sacrificial animals and the garlands [by which they are identified]. That is so you may know that Allah knows what is in the heavens and what is in the earth and that Allah is Knowing of all things.","Allah made the Ka'ba, the Sacred House, an asylum of security for men, as also the Sacred Months, the animals for offerings, and the garlands that mark them: That ye may know that Allah hath knowledge of what is in the heavens and on earth and that Allah is well acquainted with all things."
5,767,المائدة,Al-Maaida,The Table,Medinan,5,98,5:98,7,2,124,50,FALSE,NA,NA,NA,"Ketahuilah oleh kamu, bahawasanya Allah Maha berat azab seksaNya (kepada orang yang kufur dan derhaka), dan bahawasanya Allah Maha Pengampun lagi Maha Mengasihani (bagi orang yang mengerjakan suruhanNya dan meninggalkan laranganNya).
",Know that Allah is severe in penalty and that Allah is Forgiving and Merciful.,"Know ye that Allah is strict in punishment and that Allah is Oft-forgiving, Most Merciful."
5,768,المائدة,Al-Maaida,The Table,Medinan,5,99,5:99,7,2,124,50,FALSE,NA,NA,NA,"Tidak ada kewajipan yang ditugaskan kepada Rasulullah selain daripada menyampaikan (perintah-perintah Allah) sahaja; dan Allah sentiasa mengetahui apa yang kamu lahirkan dan apa yang kamu sembunyikan.
",Not upon the Messenger is [responsibility] except [for] notification. And Allah knows whatever you reveal and whatever you conceal.,The Messenger's duty is but to proclaim (the message). But Allah knoweth all that ye reveal and ye conceal.
5,769,المائدة,Al-Maaida,The Table,Medinan,5,100,5:100,7,2,124,50,FALSE,NA,NA,NA,"Katakanlah (wahai Muhammad): ""Tidak sama yang buruk dengan yang baik, walaupun banyaknya yang buruk itu menarik hatimu. Oleh itu bertaqwalah kepada Allah wahai orang-orang yang berakal fikiran, supaya kamu berjaya.
","Say, ""Not equal are the evil and the good, although the abundance of evil might impress you."" So fear Allah, O you of understanding, that you may be successful.","Say: ""Not equal are things that are bad and things that are good, even though the abundance of the bad may dazzle thee; so fear Allah, O ye that understand; that (so) ye may prosper."""
5,770,المائدة,Al-Maaida,The Table,Medinan,5,101,5:101,7,2,124,50,FALSE,NA,NA,NA,"Wahai orang-orang yang beriman! Janganlah kamu bertanyakan (kepada Nabi) perkara-perkara yang jika diterangkan kepada kamu akan menyusahkan kamu, dan jika kamu bertanya mengenainya ketika diturunkan Al-Quran, tentulah akan diterangkan kepada kamu. Allah maafkan (kamu) dari (kesalahan bertanyakan) perkara-perkara itu (yang tidak dinyatakan di dalam Al-Quran); kerana Allah Maha pengampun, lagi Maha penyabar.
","O you who have believed, do not ask about things which, if they are shown to you, will distress you. But if you ask about them while the Qur'an is being revealed, they will be shown to you. Allah has pardoned that which is past; and Allah is Forgiving and Forbearing.","O ye who believe! Ask not questions about things which, if made plain to you, may cause you trouble. But if ye ask about things when the Qur'an is being revealed, they will be made plain to you, Allah will forgive those: for Allah is Oft-forgiving, Most Forbearing."
5,771,المائدة,Al-Maaida,The Table,Medinan,5,102,5:102,7,2,124,50,FALSE,NA,NA,NA,"Sesungguhnya perkara-perkara yang serupa itu pernah ditanyakan (kepada Nabi mereka) oleh suatu kaum dahulu sebelum kamu, kemudian mereka menjadi kafir dengan sebab pertanyaan itu (kerana setelah diterangkan, mereka tidak menerimanya).
",A people asked such [questions] before you; then they became thereby disbelievers.,"Some people before you did ask such questions, and on that account lost their faith."
5,772,المائدة,Al-Maaida,The Table,Medinan,5,103,5:103,7,2,124,50,FALSE,NA,NA,NA,"Allah tidak sekali-kali mensyariatkan Bahirah, tidak juga Saa'ibah, tidak juga Wasilah dan tidak juga Haam. Akan tetapi orang-orang kafir itu sentiasa mengada-adakan perkara dusta terhadap Allah; dan kebanyakan mereka tidak menggunakan akal fikirannya
","Allah has not appointed [such innovations as] bahirah or sa'ibah or wasilah or ham. But those who disbelieve invent falsehood about Allah, and most of them do not reason.","It was not Allah who instituted (superstitions like those of) a slit-ear she-camel, or a she-camel let loose for free pasture, or idol sacrifices for twin-births in animals, or stallion-camels freed from work: It is blasphemers who invent a lie against Allah; but most of them lack wisdom."
5,773,المائدة,Al-Maaida,The Table,Medinan,5,104,5:104,7,2,125,50,FALSE,NA,NA,NA,"Dan apabila dikatakan kepada mereka: ""Marilah menurut kepada apa yang telah diturunkan oleh Allah (Al-Quran), dan kepada RasulNya (yang menyampaikannya)"", mereka menjawab: ""Cukuplah bagi kami apa yang kami dapati datuk nenek kami mengerjakannya"". Adakah (mereka akan menurut juga) sekalipun datuk nenek mereka tidak mengetahui apa-apa dan tidak pula mendapat hidayah petunjuk?
","And when it is said to them, ""Come to what Allah has revealed and to the Messenger,"" they say, ""Sufficient for us is that upon which we found our fathers."" Even though their fathers knew nothing, nor were they guided?","When it is said to them: ""Come to what Allah hath revealed; come to the Messenger"": They say: ""Enough for us are the ways we found our fathers following."" what! even though their fathers were void of knowledge and guidance?"
5,774,المائدة,Al-Maaida,The Table,Medinan,5,105,5:105,7,2,125,50,FALSE,NA,NA,NA,"Wahai orang-orang yang beriman! Jagalah sahaja diri kamu (dari melakukan sesuatu yang dilarang oleh Allah). Orang-orang yang sesat tidak akan mendatangkan mudarat kepada kamu apabila kamu sendiri telah mendapat hidayah petunjuk (taat mengerjakan suruhan Allah dan meninggalkan laranganNya). Kepada Allah jualah tempat kembali kamu semuanya, kemudian Ia akan menerangkan kepada kamu (balasan) apa yang kamu telah lakukan.
","O you who have believed, upon you is [responsibility for] yourselves. Those who have gone astray will not harm you when you have been guided. To Allah is you return all together; then He will inform you of what you used to do.","O ye who believe! Guard your own souls: If ye follow (right) guidance, no hurt can come to you from those who stray. the goal of you all is to Allah: it is He that will show you the truth of all that ye do."
5,775,المائدة,Al-Maaida,The Table,Medinan,5,106,5:106,7,2,125,50,FALSE,NA,NA,NA,"Wahai orang-orang yang beriman! Apabila salah seorang di antara kamu hampir mati, ketika (ia mahu) berwasiat, hendaklah wasiatnya itu disaksikan oleh dua orang yang adil di antara kamu, atau dua orang lain (yang bukan seagama) dengan kamu, jika kamu dalam pelayaran di muka bumi lalu kamu ditimpa bencana sakit yang membawa maut. Kalau kamu ragu-ragu tentang kejujuran kedua saksi itu, hendaklah) kamu tahan mereka sesudah selesai sembahyang, kemudian mereka (disuruh) bersumpah dengan nama Allah (dengan berkata: ""Demi Allah) kami tidak akan menjual sumpah kami untuk mendapat sesuatu harta benda, walaupun orang itu dari kaum kerabat, dan kami tidak menyembunyikan (keterangan yang kami ketahui) sebagai saksi (sebagaimana yang diperintahkan oleh) Allah, (kerana jika kami menyembunyikannya) tentulah kami dengan itu termasuk dalam golongan orang-orang yang berdosa"".
","O you who have believed, testimony [should be taken] among you when death approaches one of you at the time of bequest - [that of] two just men from among you or two others from outside if you are traveling through the land and the disaster of death should strike you. Detain them after the prayer and let them both swear by Allah if you doubt [their testimony, saying], ""We will not exchange our oath for a price, even if he should be a near relative, and we will not withhold the testimony of Allah. Indeed, we would then be of the sinful.""","O ye who believe! When death approaches any of you, (take) witnesses among yourselves when making bequests,- two just men of your own (brotherhood) or others from outside if ye are journeying through the earth, and the chance of death befalls you (thus). If ye doubt (their truth), detain them both after prayer, and let them both swear by Allah: ""We wish not in this for any worldly gain, even though the (beneficiary) be our near relation: we shall hide not the evidence before Allah: if we do, then behold! the sin be upon us!"""
5,776,المائدة,Al-Maaida,The Table,Medinan,5,107,5:107,7,2,125,50,FALSE,NA,NA,NA,"Kemudian jika didapati bahawa kedua saksi itu (sesudah bersumpah) ada melakukan dosa (kerana berdusta atau mengkhianati dalam perkara yang mereka menjadi saksi itu), maka hendaklah dua orang yang lain menggantikan tempat mereka dari waris-waris si mati lebih dekat, yang lebih berhak (menuntut dan memberi keterangan yang sebenarnya), kemudian mereka bersumpah dengan nama Allah (dengan berkata): ""Demi sesungguhnya, persaksian kami lebih berhak diterima daripada persaksian kedua saksi itu (yang telah nyata berdusta), dan kami tidak melampaui batas, (kerana jika kami berbuat demikian) tentulah kami dengan itu termasuk dalam golongan orang-orang yang zalim.
","But if it is found that those two were guilty of perjury, let two others stand in their place [who are] foremost [in claim] from those who have a lawful right. And let them swear by Allah, ""Our testimony is truer than their testimony, and we have not transgressed. Indeed, we would then be of the wrongdoers.""","But if it gets known that these two were guilty of the sin (of perjury), let two others stand forth in their places,- nearest in kin from among those who claim a lawful right: let them swear by Allah: ""We affirm that our witness is truer than that of those two, and that we have not trespassed (beyond the truth): if we did, behold! the wrong be upon us!"""
5,777,المائدة,Al-Maaida,The Table,Medinan,5,108,5:108,7,2,125,50,FALSE,NA,NA,NA,"(Hukum-hukum dan peraturan menjadi saksi) yang tersebut itu adalah jalan yang lebih dekat untuk mereka memberi keterangan persaksian menurut cara yang sebenarnya, atau untuk mereka merasa takut akan ditolak sumpah mereka (kepada waris-waris si mati) sesudah mereka bersumpah (yang akan mendedahkan kecurangan mereka). Oleh itu bertaqwalah kepada Allah, dan dengarlah dengan patuh (segala perintahNya), dan (ingatlah) Allah tidak memberi hidayah petunjuk kepada kaum yang fasik.
","That is more likely that they will give testimony according to its [true] objective, or [at least] they would fear that [other] oaths might be taken after their oaths. And fear Allah and listen; and Allah does not guide the defiantly disobedient people.","That is most suitable: that they may give the evidence in its true nature and shape, or else they would fear that other oaths would be taken after their oaths. But fear Allah, and listen (to His counsel): for Allah guideth not a rebellious people:"
5,778,المائدة,Al-Maaida,The Table,Medinan,5,109,5:109,7,2,126,51,FALSE,NA,NA,NA,"(Ingatlah) hari (kiamat yang padanya) Allah menghimpunkan Rasul-rasulNya lalu bertanya: ""Apakah penerimaan yang diberikan kepada kamu (oleh umat-umat kamu dahulu, ketika kamu menyampaikan seruan agama Allah)?"" Rasul-rasul itu menjawab: ""Tidak ada bagi kami pengetahuan yang sah tentang itu, (pengetahuan yang tepat adalah tertentu bagiMu), kerana sesungguhnya Engkaulah sahaja yang Maha Mengetahui akan segala perkara yang ghaib""
","[Be warned of] the Day when Allah will assemble the messengers and say, ""What was the response you received?"" They will say, ""We have no knowledge. Indeed, it is You who is Knower of the unseen""","One day will Allah gather the messengers together, and ask: ""What was the response ye received (from men to your teaching)?"" They will say: ""We have no knowledge: it is Thou Who knowest in full all that is hidden."""
5,779,المائدة,Al-Maaida,The Table,Medinan,5,110,5:110,7,2,126,51,FALSE,NA,NA,NA,"(Ingatlah) ketika Allah berfirman: ""Wahai Isa ibni Maryam! Kenanglah nikmatKu kepadamu dan kepada ibumu, ketika Aku menguatkanmu dengan Ruhul-Qudus (Jibril), iaitu engkau dapat berkata-kata dengan manusia (semasa engkau masih kecil) dalam buaian dan sesudah dewasa; dan (ingatlah) ketika Aku mengajarmu menulis membaca, dan hikmat pengetahuan, khasnya Kitab Taurat dan Kitab Injil; dan (ingatlah) ketika engkau jadikan dari tanah seperti bentuk burung dengan izinKu, kemudian engkau tiupkan padanya, lalu menjadilah ia seekor burung dengan izinku; dan (ingatlah ketika) engkau menyembuhkan orang buta dan orang sopak dengan izinku; dan (ingatlah) ketika engkau menghidupkan orang-orang yang mati dengan izinKu; dan (ingatlah) ketika Aku menghalangi Bani Israil daripada membunuhmu, ketika engkau datang kepada mereka dengan membawa keterangan-keterangan (mukjizat), lalu orang-orang yang kafir di antara mereka berkata: ""Bahawa ini hanyalah sihir yang terang nyata""
","[The Day] when Allah will say, ""O Jesus, Son of Mary, remember My favor upon you and upon your mother when I supported you with the Pure Spirit and you spoke to the people in the cradle and in maturity; and [remember] when I taught you writing and wisdom and the Torah and the Gospel; and when you designed from clay [what was] like the form of a bird with My permission, then you breathed into it, and it became a bird with My permission; and you healed the blind and the leper with My permission; and when you brought forth the dead with My permission; and when I restrained the Children of Israel from [killing] you when you came to them with clear proofs and those who disbelieved among them said, ""This is not but obvious magic.""","Then will Allah say: ""O Jesus the son of Mary! Recount My favour to thee and to thy mother. Behold! I strengthened thee with the holy spirit, so that thou didst speak to the people in childhood and in maturity. Behold! I taught thee the Book and Wisdom, the Law and the Gospel and behold! thou makest out of clay, as it were, the figure of a bird, by My leave, and thou breathest into it and it becometh a bird by My leave, and thou healest those born blind, and the lepers, by My leave. And behold! thou bringest forth the dead by My leave. And behold! I did restrain the Children of Israel from (violence to) thee when thou didst show them the clear Signs, and the unbelievers among them said: 'This is nothing but evident magic.'"
5,780,المائدة,Al-Maaida,The Table,Medinan,5,111,5:111,7,2,126,51,FALSE,NA,NA,NA,"Dan (ingatlah) ketika Aku ilhamkan kepada orang-orang Hawariyyiin (sahabat-sahabat karib nabi Isa): ""Berimanlah kamu kepadaku dan kepada RasulKu!"" Mereka menjawab: ""Kami telah beriman, dan saksikanlah, bahawa sesungguhnya kami orang-orang Islam (yang menyerah diri kepada Allah)""
","And [remember] when I inspired to the disciples, ""Believe in Me and in My messenger Jesus."" They said, ""We have believed, so bear witness that indeed we are Muslims [in submission to Allah].""","""And behold! I inspired the disciples to have faith in Me and Mine Messenger: they said, 'We have faith, and do thou bear witness that we bow to Allah as Muslims'""."
5,781,المائدة,Al-Maaida,The Table,Medinan,5,112,5:112,7,2,126,51,FALSE,NA,NA,NA,"Dan (ingatlah) ketika orang orang Hawariyyiin berkata: ""Wahai Isa Ibni Maryam! Dapatkah kiranya Tuhanmu berkenan menurunkan kepada kami satu hidangan dari langit?"" Nabi Isa menjawab: ""Bertaqwalah kamu kepada Allah jika benar kamu orang-orang yang beriman"".
","[And remember] when the disciples said, ""O Jesus, Son of Mary, can your Lord send down to us a table [spread with food] from the heaven? [Jesus] said,"" Fear Allah, if you should be believers.""","Behold! the disciples, said: ""O Jesus the son of Mary! can thy Lord send down to us a table set (with viands) from heaven?"" Said Jesus: ""Fear Allah, if ye have faith."""
5,782,المائدة,Al-Maaida,The Table,Medinan,5,113,5:113,7,2,126,51,FALSE,NA,NA,NA,"Mereka berkata: ""Kami hanya ingin hendak makan dari hidangan itu (untuk mengambil berkat), dan supaya tenang tenteram hati kami, dan juga supaya kami ketahui dengan yakin, bahawa sesungguhnya engkau telah berkata benar kepada kami, dan supaya menjadilah kami orang-orang yang menyaksikannya sendiri""
","They said, ""We wish to eat from it and let our hearts be reassured and know that you have been truthful to us and be among its witnesses.""","They said: ""We only wish to eat thereof and satisfy our hearts, and to know that thou hast indeed told us the truth; and that we ourselves may be witnesses to the miracle."""
5,783,المائدة,Al-Maaida,The Table,Medinan,5,114,5:114,7,2,127,51,FALSE,NA,NA,NA,"Isa ibni Maryam (pun berdoalah ke hadrat Allah dengan) berkata: Ya Allah, Tuhan kami! Turunkanlah kiranya kepada kami satu hidangan dari langit, untuk menjadi hari raya bagi kami, iaitu bagi kami yang ada hari ini dan bagi orang-orang kami yang datang kemudian, dan sebagai satu tanda (mukjizat) daripadamu (yang menunjukkan kebesaran dan kekuasaanMu); dan kurniakanlah rezeki kepada kami, kerana Engkau jualah sebaik-baik Pemberi rezeki"".
","Said Jesus, the son of Mary, ""O Allah, our Lord, send down to us a table [spread with food] from the heaven to be for us a festival for the first of us and the last of us and a sign from You. And provide for us, and You are the best of providers.""","Said Jesus the son of Mary: ""O Allah our Lord! Send us from heaven a table set (with viands), that there may be for us - for the first and the last of us - a solemn festival and a sign from thee; and provide for our sustenance, for thou art the best Sustainer (of our needs)."""
5,784,المائدة,Al-Maaida,The Table,Medinan,5,115,5:115,7,2,127,51,FALSE,NA,NA,NA,"Allah berfirman: ""Sesungguhnya Aku akan menurunkan hidangan itu berulang-ulang kepada kamu, kemudian sesiapa di antara kamu kufur ingkar sesudah (turunnya hidangan itu), maka sesungguhnya Aku akan menyeksanya dengan azab sengsara yang tidak pernah Aku seksakan seseorang pun dari sekalian makhluk"".
","Allah said, ""Indeed, I will sent it down to you, but whoever disbelieves afterwards from among you - then indeed will I punish him with a punishment by which I have not punished anyone among the worlds.""","Allah said: ""I will send it down unto you: But if any of you after that resisteth faith, I will punish him with a penalty such as I have not inflicted on any one among all the peoples."""
5,785,المائدة,Al-Maaida,The Table,Medinan,5,116,5:116,7,2,127,51,FALSE,NA,NA,NA,"Dan (ingatlah) ketika Allah berfirman: ""Wahai Isa ibni Maryam! Engkaukah yang berkata kepada manusia: `Jadikanlah daku dan ibuku dua tuhan selain dari Allah? ' "" Nabi `Isa menjawab: ""Maha Suci Engkau (wahai Tuhan)! Tidaklah layak bagiku mengatakan sesuatu yang aku tidak berhak (mengatakannya). Jika aku ada mengatakannya, maka tentulah Engkau telah mengetahuinya. Engkau mengetahui apa yang ada pada diriku, sedang aku tidak mengetahui apa yang ada pada diriMu; kerana sesungguhnya Engkau jualah Yang Maha Mengetahui perkara-perkara yang ghaib.
","And [beware the Day] when Allah will say, ""O Jesus, Son of Mary, did you say to the people, 'Take me and my mother as deities besides Allah?'"" He will say, ""Exalted are You! It was not for me to say that to which I have no right. If I had said it, You would have known it. You know what is within myself, and I do not know what is within Yourself. Indeed, it is You who is Knower of the unseen.","And behold! Allah will say: ""O Jesus the son of Mary! Didst thou say unto men, worship me and my mother as gods in derogation of Allah'?"" He will say: ""Glory to Thee! never could I say what I had no right (to say). Had I said such a thing, thou wouldst indeed have known it. Thou knowest what is in my heart, Thou I know not what is in Thine. For Thou knowest in full all that is hidden."
